DATACODE,RECTYPE,RecYear,RecMonth,RecDay,WATERSHED,RecTime,PRESERVATIVES,NO3,NH4,TN,SRP,TP,DOC,COMMENTS
NWC01,1,2014,05,16,n02b,0933,n,.,.,.,3.6,3.7,1.56,bison upstream; no3 < det limit 90.5 0
NWC01,1,2014,05,19,n02b,1052,n,1.5,.,.,3.8,4.7,1.47,
NWC01,1,2014,05,21,n02b,0851,n,9.8,.,.,4.8,.,2.15,tp < srp
NWC01,1,2014,06,10,n02b,1046,n,46.9,.,.,2.8,3.6,3.14,SF; tnp = 2x
NWC01,1,2014,06,11,n02b,1206,n,20.2,.,.,3.4,.,2.29,tnp = 2x; flume cleaned in afternoon; resampled in afternoon prior to cleaning; 1st sample spilled during sub-sampling
NWC01,1,2014,06,13,n02b,1018,n,6.7,.,.,3.8,5.1,1.89,
NWC01,1,2014,06,16,n02b,0841,n,2.8,.,.,3.7,4.9,1.91,
NWC01,1,2014,06,18,n02b,0940,n,0.8,.,.,3.0,3.9,1.72,sonde out of water
NWC01,1,2014,06,20,n02b,1017,n,.,.,.,2.7,4.5,1.41,no3 < det limit(0.4)
NWC01,1,2014,06,23,n02b,0925,n,.,.,.,4.3,.,1.60,no3 < det limit(0.0);  tp < srp
NWC01,1,2014,06,25,n02b,1002,n,2.7,.,.,4.2,.,1.53,tp < srp
NWC01,1,2014,06,27,n02b,1015,n,2.6,.,.,4.0,.,1.28,tp < srp
NWC01,1,2014,06,30,n02b,0818,n,3.8,.,.,3.8,.,1.31,sonde partially out / tp < srp
NWC01,1,2014,07,03,n02b,0813,n,2.8,.,.,3.1,3.2,1.31,
NWC01,1,2014,07,07,n02b,1045,n,4.1,.,.,3.7,8.4,1.54,murky; bison in area
NWC01,1,2014,04,28,n04d,1015,n,35.1,.,.,4.6,12.8,2.38,SF; filled with mud and rocks
NWC01,1,2014,04,30,n04d,0840,n,17.4,.,.,4.9,9.7,2.02,
NWC01,1,2014,05,02,n04d,1025,n,7.7,.,.,5.5,8.6,2.31,flume cleaned 140501
NWC01,1,2014,05,05,n04d,0755,n,6.9,.,.,5.6,7.4,1.63,bison in H2O; slightly dirty
NWC01,1,2014,05,07,n04d,0843,n,1.0,.,.,4.7,.,1.72,tp < srp
NWC01,1,2014,05,09,n04d,0955,n,1.2,.,.,4.4,.,1.69,tp < srp
NWC01,1,2014,05,12,n04d,1135,n,1.5,.,.,4.3,6.4,1.30,rained earlier this AM
NWC01,1,2014,05,14,n04d,0915,n,1.7,.,.,4.0,5.2,1.67,
NWC01,1,2014,05,16,n04d,0940,n,1.8,.,.,3.5,4.1,1.93,
NWC01,1,2014,05,19,n04d,1056,n,10.1,.,.,4.2,4.5,1.87,
NWC01,1,2014,05,21,n04d,0859,n,.,.,.,4.1,9.0,1.51,no3 < det limit(0.4);  tnp=3x
NWC01,1,2014,05,23,n04d,0830,n,9.3,.,.,5.8,9.6,1.28,bison were in H2O
NWC01,1,2014,05,27,n04d,0904,n,6.7,.,.,6.2,7.6,1.11,
NWC01,1,2014,05,30,n04d,0833,n,1.6,.,.,4.5,6.5,1.45,
NWC01,1,2014,06,02,n04d,0908,n,9.4,.,.,6.3,.,1.53,tp < srp
NWC01,1,2014,06,04,n04d,0832,n,2.7,.,.,2.5,.,1.54,tnp = 2x; tp < srp
NWC01,1,2014,06,05,n04d,1302,n,8.9,.,.,2.3,3.9,2.90,tnp = 2x; SF 
NWC01,1,2014,06,06,n04d,0930,n,4.8,.,.,2.2,.,1.90,tnp = 2x; tp < srp
NWC01,1,2014,06,09,n04d,0850,n,6.8,.,.,3.0,.,1.32,tnp = 2x; tp < srp
NWC01,1,2014,06,10,n04d,1055,n,9.5,.,.,2.7,3.4,2.56,tnp = 2x; SF
NWC01,1,2014,06,11,n04d,0910,n,14.3,.,.,5.6,.,2.17,tnp = 2x; flume cleaned in afteroon; tp < srp
NWC01,1,2014,06,13,n04d,1029,n,4.4,.,.,4.2,7.4,2.12,nh4=3x
NWC01,1,2014,06,16,n04d,0830,n,7.2,.,.,4.8,6.5,1.53,
NWC01,1,2014,06,18,n04d,0946,n,3.0,.,.,3.2,4.7,1.50,
NWC01,1,2014,06,20,n04d,1025,n,3.4,.,.,4.3,6.1,1.65,
NWC01,1,2014,06,23,n04d,0934,n,2.8,.,.,4.4,4.6,1.58,
NWC01,1,2014,06,25,n04d,1011,n,3.0,.,.,4.2,4.7,1.18,nh4=2x
NWC01,1,2014,06,27,n04d,1023,n,3.3,.,.,4.7,.,1.32,tp < srp
NWC01,1,2014,06,30,n04d,0805,n,2.4,.,.,3.2,3.9,1.28,
NWC01,1,2014,07,03,n04d,0823,n,4.1,.,.,3.0,3.5,1.24,
NWC01,1,2014,07,07,n04d,1022,n,4.1,.,.,4.3,8.8,1.22,bison in area
NWC01,1,2014,07,09,n04d,0902,n,2.0,.,.,3.0,.,1.31,tp < det limit
NWC01,1,2014,07,11,n04d,0935,n,4.6,.,.,4.2,7.4,1.51,bison may have been around
NWC01,1,2014,07,14,n04d,0943,n,5.4,.,.,2.7,.,1.28,tp < det limit
NWC01,1,2014,07,16,n04d,1052,n,2.5,.,.,3.1,.,1.80,tp < det limit
NWC01,1,2014,07,18,n04d,0939,n,2.7,.,.,4.5,.,1.36,tp < srp
NWC01,1,2014,04,28,n20b,0724,n,71.6,.,.,4.8,20.7,3.51,SF; early sample-RAR
NWC01,1,2014,04,28,n20b,1032,n,72.1,.,.,6.1,23.3,3.43,SF; late sample-AK
NWC01,1,2014,04,30,n20b,0827,n,31.1,.,.,6.2,14.1,2.63,
NWC01,1,2014,,,n20b,,n,,.,.,,,,flume cleaned 140501
NWC01,1,2014,06,10,n20b,1120,n,10.5,.,.,3.9,6.0,3.73,tnp = 2x; SF
NWC01,1,2014,06,11,n20b,0922,n,6.8,.,.,3.4,3.7,2.91,tnp = 2x; flume cleaned in afternoon
NWC01,1,2014,06,13,n20b,1040,n,2.9,.,.,5.3,6.4,2.64,
NWC01,1,2014,06,16,n20b,0821,n,3.0,.,.,4.6,4.9,2.27,
NWC01,1,2014,04,28,shan,1105,n,8.3,.,.,5.8,19.9,2.72,tnp = 2x;  SF
NWC01,1,2014,04,30,shan,1006,n,6.3,.,.,5.7,5.8,2.40,tnp = 2x
NWC01,1,2014,05,02,shan,0907,n,6.7,.,.,5.5,.,1.70,tnp = 2x;  tp < srp
NWC01,1,2014,05,05,shan,0650,n,5.4,.,.,5.0,.,2.76,tnp = 2x;  tp < srp
NWC01,1,2014,05,07,shan,0759,n,0.7,.,.,5.3,.,1.65,tnp = 2x;  cows in H2O; tp < srp
NWC01,1,2014,05,09,shan,0922,n,6.2,.,.,6.4,.,2.46,tnp = 2x;  cows in H2O; tp < srp
NWC01,1,2014,05,12,shan,1250,n,1.8,.,.,5.2,.,1.56,tnp = 2x;  tp < srp
NWC01,1,2014,05,14,shan,0745,n,6.7,.,.,5.5,9.0,5.42,cows in H2O / TNP=2X;DOC=2X
NWC01,1,2014,05,16,shan,1035,n,7.8,.,.,6.0,.,1.39,tnp = 2x;  tp < srp
NWC01,1,2014,05,19,shan,0949,n,6.0,.,.,4.8,7.1,1.39,tnp = 2x
NWC01,1,2014,05,21,shan,1000,n,8.7,.,.,6.1,.,0.99,tp < srp
NWC01,1,2014,05,23,shan,0729,n,13.0,.,.,5.7,.,1.16,tnp = 2x;  cows in H2O; tp < srp
NWC01,1,2014,05,27,shan,0755,n,4.2,.,.,5.6,.,1.53,tnp = 2x;  tp < srp
NWC01,1,2014,05,30,shan,0736,n,28.4,.,.,6.5,23.1,1.70,tnp = 2x;  cows in H2O
NWC01,1,2014,06,02,shan,1145,n,14.9,.,.,7.5,.,1.33,tnp = 2x;  tp < srp
NWC01,1,2014,06,04,shan,0734,n,14.9,.,.,2.4,13.6,1.40,
NWC01,1,2014,06,05,shan,1440,n,27.3,.,.,4.9,12.6,4.10,SF / TNP=2X; DOC = 2X
NWC01,1,2014,06,06,shan,0833,n,14.8,.,.,3.3,24.4,1.69,
NWC01,1,2014,06,09,shan,0933,n,14.2,.,.,2.6,12.2,1.54,
NWC01,1,2014,06,10,shan,0937,n,7.0,.,.,3.5,22.6,2.81,SF
NWC01,1,2014,06,11,shan,1000,n,12.4,.,.,6.0,12.8,2.04,
NWC01,1,2014,06,13,shan,0925,n,4.1,.,.,4.1,11.5,1.52,
NWC01,1,2014,06,16,shan,0945,n,4.9,.,.,5.2,6.5,1.55,
NWC01,1,2014,06,18,shan,1111,n,5.2,.,.,4.9,5.0,1.48,moved sonde to deeper water
NWC01,1,2014,06,20,shan,0911,n,6.3,.,.,6.1,12.0,1.34,cows in H2O
NWC01,1,2014,06,23,shan,0826,n,6.3,.,.,4.6,5.7,1.25,
NWC01,1,2014,06,25,shan,0905,n,4.9,.,.,4.6,6.3,1.21,
NWC01,1,2014,06,27,shan,0910,n,6.6,.,.,4.7,6.8,1.37,
NWC01,1,2014,06,30,shan,0931,n,6.9,.,.,4.4,.,1.22,tp < srp
NWC01,1,2014,07,03,shan,0713,n,9.5,.,.,2.7,4.5,1.06,
NWC01,1,2014,07,07,shan,0919,n,11.6,.,.,3.3,3.8,2.43,cattle manure in water
NWC01,1,2014,07,09,shan,0801,n,13.7,.,.,4.8,13.0,1.14,manure in water and banks, sonde gone
NWC01,1,2014,07,11,shan,0838,n,12.4,.,.,3.2,6.2,1.07,cow manure
NWC01,1,2014,07,14,shan,0850,n,12.2,.,.,3.6,4.9,1.19,
NWC01,1,2014,07,16,shan,1138,n,15.2,.,.,2.9,3.5,2.83,
NWC01,1,2014,07,18,shan,1110,n,11.6,.,.,7.9,8.1,2.10,nh4 = 2 vials
NWC01,1,2014,07,21,shan,0820,n,11.0,.,.,17.6,27.6,2.97,nh4 = 2 vials
NWC01,1,2015,01,07,edlr,1142,n,48.7,.,.,2.3,.,0.93,tp < srp
NWC01,1,2015,01,14,edlr,1105,n,50.4,.,.,2.0,.,0.91,tp < srp
NWC01,1,2015,01,21,edlr,1042,n,49.3,.,.,2.0,.,1.03,tp < srp
NWC01,1,2015,01,28,edlr,1145,n,45.6,.,.,2.0,.,0.85,tp < srp
NWC01,1,2015,02,04,edlr,1230,n,42.2,.,.,2.4,10.6,1.07,tn/tp = 2vials
NWC01,1,2015,02,11,edlr,1001,n,41.8,.,.,3.2,10.1,0.86,tn/tp = 2vials
NWC01,1,2015,02,18,edlr,1120,n,40.0,.,.,5.5,6.6,1.00,
NWC01,1,2015,02,25,edlr,1053,n,37.4,.,.,4.0,5.8,1.09,DOC = 3 vials
NWC01,1,2015,03,04,edlr,0857,n,39.7,.,.,4.1,8.0,1.54,nh4 = 3 vials; DOC = 2 vials; tn/tp=3 vials
NWC01,1,2015,03,11,edlr,0902,n,32.1,.,.,4.0,6.8,0.94,tn/tp = 3 vials
NWC01,1,2015,03,18,edlr,0820,n,45.9,.,.,4.9,8.1,0.93,
NWC01,1,2015,03,25,edlr,0735,n,41.0,.,.,4.6,7.8,0.89,H2O temp = air temp; flow SLOWabout 50ml/min
NWC01,1,2015,04,01,edlr,0938,n,36.8,.,.,4.4,8.8,1.07,
NWC01,1,2015,04,08,edlr,0949,n,41.3,.,.,4.7,5.8,1.38,nh4=2 vials
NWC01,1,2015,04,15,edlr,0740,n,38.1,.,.,4.6,5.8,1.45,started ion sampling for P.Sullivan
NWC01,1,2015,04,22,edlr,0945,n,38.2,.,.,5.6,7.0,0.99,flow is at a "stronger" trickle
NWC01,1,2015,04,29,edlr,0906,n,44.8,.,.,5.4,5.8,1.35,flow is stronger than last week
NWC01,1,2015,05,05,edlr,1415,n,80.0,.,.,5.3,6.5,1.54,~2" rain since last collection/no ion sample
NWC01,1,2015,05,06,edlr,0955,n,75.7,.,.,5.3,5.6,2.17,flow is quite good now
NWC01,1,2015,05,08,edlr,0940,n,85.7,.,.,5.5,5.8,1.17,
NWC01,1,2015,05,11,edlr,0918,n,104.4,.,.,4.1,5.3,2.17,stormflow
NWC01,1,2015,05,13,edlr,0851,n,91.2,.,.,4.5,.,0.97,tp < srp
NWC01,1,2015,05,15,edlr,0940,n,86.8,.,.,4.6,8.0,1.25,raining hard
NWC01,1,2015,05,18,edlr,0820,n,84.7,.,.,4.5,6.1,1.22,
NWC01,1,2015,05,20,edlr,0855,n,83.9,.,.,5.7,6.8,1.84,SF + sprinkled during sampling
NWC01,1,2015,05,22,edlr,0825,n,84.5,.,.,4.7,7.6,1.20,
NWC01,1,2015,05,26,edlr,0717,n,78.9,.,.,5.1,8.7,1.81,
NWC01,1,2015,05,29,edlr,0744,n,75.5,.,.,4.5,9.4,1.57,tn/tp=2 vials
NWC01,1,2015,06,01,edlr,0929,n,73.2,.,.,4.1,5.9,1.24,no samples 150603=storm
NWC01,1,2015,06,05,edlr,0852,n,81.4,.,.,8.1,11.0,2.52,samples dirty;rained early AM
NWC01,1,2015,06,08,edlr,0730,n,83.9,.,.,6.4,6.5,1.41,
NWC01,1,2015,06,10,edlr,0836,n,89.4,.,.,4.7,6.0,1.36,
NWC01,1,2015,06,12,edlr,0937,n,90.9,.,.,4.1,4.6,1.15,
NWC01,1,2015,06,15,edlr,0932,n,83.2,.,.,3.9,7.7,1.42,
NWC01,1,2015,06,17,edlr,0838,n,86.9,.,.,4.1,8.3,1.15,tn/tp = 2 vials
NWC01,1,2015,06,19,edlr,0832,n,94.5,.,.,4.6,9.9,1.03,
NWC01,1,2015,06,22,edlr,1002,n,83.3,.,.,4.0,6.7,0.94,
NWC01,1,2015,06,24,edlr,0924,n,84.9,.,.,2.7,3.3,0.94,
NWC01,1,2015,06,26,edlr,0830,n,86.2,.,.,2.1,7.0,0.94,
NWC01,1,2015,06,29,edlr,0920,n,90.1,.,.,2.0,7.4,1.39,
NWC01,1,2015,07,02,edlr,0828,n,81.9,.,.,1.4,6.5,1.03,
NWC01,1,2015,07,06,edlr,0851,n,81.7,.,.,1.6,6.9,1.02,
NWC01,1,2015,07,07,edlr,0950,n,102.5,.,.,1.7,8.8,1.19,stormflow
NWC01,1,2015,07,08,edlr,0923,n,86.1,.,.,1.6,7.6,0.93,
NWC01,1,2015,07,10,edlr,0755,n,84.3,.,.,2.2,6.9,0.96,light rain during sampling
NWC01,1,2015,07,13,edlr,1034,n,81.8,.,.,1.9,7.9,0.88,
NWC01,1,2015,07,15,edlr,0933,n,80.4,.,.,1.6,6.7,1.09,rain - early AM
NWC01,1,2015,07,17,edlr,0839,n,77.6,.,.,1.9,7.6,0.89,
NWC01,1,2015,07,20,edlr,1037,n,87.2,.,.,1.4,6.2,0.98,
NWC01,1,2015,07,22,edlr,0901,n,93.9,.,.,1.7,7.7,1.25,
NWC01,1,2015,07,24,edlr,0835,n,96.2,.,.,1.6,7.4,1.12,
NWC01,1,2015,07,27,edlr,0843,n,81.7,.,.,1.6,5.2,1.03,doc = 2 vials
NWC01,1,2015,07,29,edlr,0921,n,87.0,.,.,2.2,7.6,0.98,
NWC01,1,2015,07,31,edlr,0900,n,107.6,.,.,4.7,6.9,0.98,doc = 2 vials
NWC01,1,2015,08,03,edlr,0858,n,102.5,.,.,4.4,11.6,0.95,nh4 = 2 vials; doc = 2 vials
NWC01,1,2015,08,05,edlr,0905,n,105.7,.,.,2.4,9.1,0.92,
NWC01,1,2015,08,07,edlr,0730,n,97.9,.,.,2.0,8.8,0.87,
NWC01,1,2015,08,10,edlr,1010,n,107.1,.,.,1.9,11.4,1.02,
NWC01,1,2015,08,12,edlr,0856,n,103.5,.,.,2.4,7.1,0.96,cdg; DOC= 2 vials
NWC01,1,2015,08,14,edlr,0901,n,92.9,.,.,3.1,8.9,1.00,
NWC01,1,2015,08,17,edlr,0734,n,106.3,.,.,2.8,.,0.90,tp < det limit
NWC01,1,2015,08,19,edlr,0815,n,101.6,.,.,3.1,8.5,0.93,
NWC01,1,2015,08,21,edlr,1049,n,74.8,.,.,4.8,7.5,0.88,
NWC01,1,2015,08,24,edlr,0835,n,75.1,.,.,3.2,8.9,0.70,
NWC01,1,2015,08,26,edlr,0904,n,72.7,.,.,4.3,7.3,0.88,
NWC01,1,2015,08,28,edlr,0834,n,75.6,.,.,4.0,8.0,0.67,nh4 = 2 vials
NWC01,1,2015,08,31,edlr,0937,n,70.7,.,.,4.5,8.7,0.84,
NWC01,1,2015,09,02,edlr,0745,n,70.3,.,.,3.4,7.8,0.84,
NWC01,1,2015,09,04,edlr,0936,n,108.7,.,.,3.0,4.1,0.83,nh4 = 2x
NWC01,1,2015,09,08,edlr,0926,n,70.5,.,.,5.6,6.8,0.76,
NWC01,1,2015,09,11,edlr,0824,n,69.2,.,.,3.3,6.5,0.89,
NWC01,1,2015,09,14,edlr,0945,n,65.9,.,.,3.4,6.4,0.97,cdg; DOC= 2 vials
NWC01,1,2015,09,16,edlr,0858,n,70.2,.,.,3.6,5.7,0.96,
NWC01,1,2015,09,18,edlr,0838,n,66.7,.,.,3.3,6.0,0.84,
NWC01,1,2015,09,21,edlr,0857,n,66.4,.,.,3.0,7.2,0.90,cdg
NWC01,1,2015,09,23,edlr,0802,n,65.4,.,.,4.5,6.7,0.84,
NWC01,1,2015,09,25,edlr,0800,n,64.2,.,.,4.6,5.1,0.92,
NWC01,1,2015,09,28,edlr,0859,n,64.6,.,.,4.9,.,1.02,tp < srp;  cdg
NWC01,1,2015,09,30,edlr,0857,n,64.6,.,.,4.1,6.3,0.94,nh4 = 2x
NWC01,1,2015,10,02,edlr,0838,n,66.0,.,.,3.8,6.0,0.83,
NWC01,1,2015,10,05,edlr,0832,n,65.3,.,.,4.9,5.7,0.85,cdg
NWC01,1,2015,10,07,edlr,0925,n,77.0,.,.,4.4,5.2,1.16,drain fixed on tank
NWC01,1,2015,10,09,edlr,0822,n,74.3,.,.,4.2,.,1.27,tp < srp
NWC01,1,2015,10,12,edlr,0948,n,78.7,.,.,4.1,5.5,1.00,
NWC01,1,2015,10,14,edlr,0945,n,79.8,.,.,4.1,4.2,0.80,
NWC01,1,2015,10,16,edlr,0827,n,63.5,.,.,2.8,4.8,1.04,
NWC01,1,2015,10,19,edlr,0939,n,63.4,.,.,3.0,4.7,1.12,cdg
NWC01,1,2015,10,21,edlr,0901,n,63.5,.,.,4.0,4.2,1.17,
NWC01,1,2015,10,23,edlr,0831,n,63.6,.,.,2.6,4.3,1.12,
NWC01,1,2015,10,26,edlr,0852,n,62.7,.,.,2.7,3.9,1.26,cdg
NWC01,1,2015,10,28,edlr,0940,n,64.4,.,.,3.4,4.0,0.94,
NWC01,1,2015,10,30,edlr,0931,n,63.9,.,.,2.3,.,1.02,tp < srp
NWC01,1,2015,11,02,edlr,0957,n,63.2,.,.,2.4,4.5,1.42,
NWC01,1,2015,11,04,edlr,0932,n,65.8,.,.,2.8,.,1.26,tp < srp
NWC01,1,2015,11,11,edlr,0918,n,66.4,.,.,3.5,3.9,0.82,
NWC01,1,2015,11,18,edlr,0956,n,66.0,.,.,3.8,26.7,1.09,
NWC01,1,2015,11,24,edlr,0920,n,66.7,.,.,3.7,13.0,1.07,
NWC01,1,2015,11,30,edlr,1220,n,103.0,.,.,7.7,19.8,2.27,constant additions from mist and ice melt
NWC01,1,2015,12,02,edlr,0956,n,76.1,.,.,6.0,16.8,0.88,
NWC01,1,2015,12,04,edlr,0955,n,72.6,.,.,4.8,18.2,0.85,
NWC01,1,2015,12,07,edlr,1305,n,74.2,.,.,4.6,13.7,0.80,
NWC01,1,2015,12,09,edlr,0956,n,69.9,.,.,2.6,14.4,0.77,
NWC01,1,2015,12,11,edlr,0900,n,69.3,.,.,2.8,16.6,0.86,
NWC01,1,2015,12,14,edlr,0956,n,101.8,.,.,2.8,18.6,1.94,SF  
NWC01,1,2015,12,16,edlr,0847,n,80.0,.,.,2.6,10.1,0.88,
NWC01,1,2015,12,18,edlr,1057,n,72.3,.,.,2.8,16.2,0.86,
NWC01,1,2015,12,21,edlr,1120,n,71.5,.,.,2.8,17.1,1.05,
NWC01,1,2015,12,24,edlr,1149,n,71.4,.,.,2.4,23.2,0.88,
NWC01,1,2015,12,27,edlr,1305,n,69.5,.,.,2.4,19.9,0.84,
NWC01,1,2015,12,29,edlr,0954,n,73.7,.,.,3.6,11.3,0.87,
NWC01,1,2015,12,31,edlr,0932,n,84.2,.,.,3.2,14.7,0.83,doc = 2x
NWC01,1,2015,01,07,hikx,1135,n,203.2,.,.,2.7,28.1,0.93,
NWC01,1,2015,01,14,hikx,1057,n,185.4,.,.,2.8,33.4,1.07,
NWC01,1,2015,01,21,hikx,1034,n,115.8,.,.,2.9,20.2,1.62,nh4 = 3 vials
NWC01,1,2015,01,28,hikx,1139,n,55.4,.,.,3.1,27.3,1.01,
NWC01,1,2015,02,04,hikx,1225,n,94.3,.,.,2.8,14.8,1.27,
NWC01,1,2015,02,11,hikx,0955,n,40.8,.,.,7.6,23.1,1.23,tn/tp = 2x
NWC01,1,2015,02,18,hikx,1131,n,63.0,.,.,7.9,41.1,0.92,
NWC01,1,2015,02,25,hikx,1118,n,57.3,.,.,6.5,35.4,1.06,DOC = 3 vials
NWC01,1,2015,03,04,hikx,0845,n,52.5,.,.,3.8,23.0,1.06,
NWC01,1,2015,03,11,hikx,0851,n,30.7,.,.,3.8,22.5,1.48,
NWC01,1,2015,03,18,hikx,0808,n,23.9,.,.,6.2,22.0,1.47,
NWC01,1,2015,03,25,hikx,0720,n,24.4,.,.,6.1,25.0,1.43,
NWC01,1,2015,04,01,hikx,0927,n,15.0,.,.,6.1,32.1,2.10,
NWC01,1,2015,04,08,hikx,0938,n,8.4,.,.,6.9,36.9,2.72,
NWC01,1,2015,04,15,hikx,0710,n,8.5,.,.,8.4,42.0,1.28,lots of free-floating algae; everywhere - cant avoid it; started ion sampling for PSullivan (KU)
NWC01,1,2015,04,22,hikx,1030,n,10.1,.,.,6.0,34.4,2.06,nh4 = 2 vials
NWC01,1,2015,04,29,hikx,0835,n,5.7,.,.,5.7,34.8,1.77,flow is getting lower and there; is a scummy film on the surface everywhere
NWC01,1,2015,05,05,hikx,1440,n,40.6,.,.,14.5,110.8,3.68,~2" rain since last collection/no ion samples
NWC01,1,2015,05,06,hikx,1018,n,23.6,.,.,14.1,82.8,3.03,
NWC01,1,2015,05,08,hikx,0906,n,19.4,.,.,9.0,86.8,1.80,
NWC01,1,2015,05,11,hikx,0930,n,241.2,.,.,13.1,64.0,4.29,stormflow/water slightly dirty
NWC01,1,2015,05,13,hikx,0835,n,232.8,.,.,12.5,32.0,2.29,
NWC01,1,2015,05,15,hikx,0955,n,194.6,.,.,9.9,59.7,2.08,raining lightly; water a little dirty
NWC01,1,2015,05,18,hikx,0752,n,85.0,.,.,9.9,30.6,1.93,
NWC01,1,2015,05,20,hikx,0826,n,59.3,.,.,9.2,27.8,2.32,SF + sprinkled during sampling
NWC01,1,2015,05,22,hikx,0800,n,42.7,.,.,5.8,35.2,1.54,
NWC01,1,2015,05,26,hikx,0655,n,36.3,.,.,6.9,25.6,2.50,
NWC01,1,2015,05,29,hikx,0732,n,39.4,.,.,6.0,25.4,2.09,
NWC01,1,2015,06,01,hikx,0917,n,43.0,.,.,5.3,15.0,1.98,no samples 150603=storm
NWC01,1,2015,06,05,hikx,0842,n,59.3,.,.,24.8,61.3,4.21,samples dirty; rained early AM
NWC01,1,2015,06,08,hikx,0705,n,69.0,.,.,9.4,12.3,1.81,
NWC01,1,2015,06,10,hikx,0815,n,77.6,.,.,4.5,20.9,1.69,
NWC01,1,2015,06,12,hikx,0920,n,74.8,.,.,4.3,18.8,1.87,tn/tp = 2x
NWC01,1,2015,06,15,hikx,0907,n,58.0,.,.,5.7,8.0,1.86,tn/tp = 2x
NWC01,1,2015,06,17,hikx,0823,n,78.5,.,.,2.6,5.3,1.42,tn/tp = 2x
NWC01,1,2015,06,19,hikx,0817,n,82.2,.,.,7.7,38.1,1.31,tn/tp = 2x
NWC01,1,2015,06,22,hikx,1017,n,97.0,.,.,7.6,29.2,1.37,
NWC01,1,2015,06,24,hikx,0905,n,122.1,.,.,2.5,24.0,1.39,
NWC01,1,2015,06,26,hikx,0805,n,135.4,.,.,2.2,34.6,1.34,samples dirty;rained early AM
NWC01,1,2015,06,29,hikx,0908,n,169.1,.,.,1.8,35.1,1.22,
NWC01,1,2015,07,02,hikx,0808,n,196.7,.,.,2.2,39.5,1.26,
NWC01,1,2015,07,06,hikx,0840,n,187.2,.,.,1.8,39.4,1.04,
NWC01,1,2015,07,07,hikx,0932,n,229.0,.,.,2.8,46.5,1.50,stormflow
NWC01,1,2015,07,08,hikx,0907,n,180.6,.,.,2.2,40.3,1.35,nh4 = 2 vials
NWC01,1,2015,07,10,hikx,0745,n,199.0,.,.,1.8,39.4,1.21,light rain during sampling
NWC01,1,2015,07,13,hikx,1052,n,188.0,.,.,1.7,35.2,1.03,
NWC01,1,2015,07,15,hikx,0912,n,231.6,.,.,1.7,26.3,1.51,rain - early AM
NWC01,1,2015,07,17,hikx,0820,n,224.4,.,.,1.6,23.5,1.19,
NWC01,1,2015,07,20,hikx,1055,n,214.9,.,.,2.0,22.3,1.12,
NWC01,1,2015,07,22,hikx,0843,n,246.3,.,.,4.1,8.8,1.07,
NWC01,1,2015,07,24,hikx,0910,n,275.2,.,.,4.7,19.0,0.93,
NWC01,1,2015,07,27,hikx,0827,n,279.9,.,.,4.3,23.9,0.99,
NWC01,1,2015,07,29,hikx,0904,n,232.5,.,.,7.4,25.3,1.27,
NWC01,1,2015,07,31,hikx,0837,n,290.3,.,.,13.1,28.3,1.20,
NWC01,1,2015,08,03,hikx,0839,n,314.2,.,.,14.0,36.9,1.28,nh4 = 2 vials; doc=2x
NWC01,1,2015,08,05,hikx,0848,n,306.2,.,.,2.5,45.4,1.04,
NWC01,1,2015,08,07,hikx,0748,n,312.3,.,.,3.0,34.6,0.97,
NWC01,1,2015,08,10,hikx,1025,n,325.3,.,.,2.3,26.3,1.03,nh4 = 2 vials
NWC01,1,2015,08,12,hikx,0836,n,341.7,.,.,3.1,24.5,0.99,nh4 = 2 vials
NWC01,1,2015,08,14,hikx,0840,n,360.6,.,.,4.4,38.4,0.85,
NWC01,1,2015,08,17,hikx,0748,n,365.4,.,.,2.9,17.8,0.90,
NWC01,1,2015,08,19,hikx,0758,n,359.8,.,.,3.9,25.1,0.79,
NWC01,1,2015,08,21,hikx,1030,n,373.5,.,.,16.4,16.6,0.87,
NWC01,1,2015,08,24,hikx,0850,n,409.2,.,.,11.7,37.8,0.95,
NWC01,1,2015,08,26,hikx,0934,n,403.6,.,.,5.4,35.2,0.93,Gido's folks in area
NWC01,1,2015,08,28,hikx,0809,n,409.1,.,.,4.6,41.5,0.96,rain - early AM
NWC01,1,2015,08,31,hikx,0922,n,372.9,.,.,6.0,31.3,0.83,nh4 = 2 vials; DOC=2x;  tnp = 2x
NWC01,1,2015,09,02,hikx,0810,n,393.3,.,.,3.3,3.5,0.90,
NWC01,1,2015,09,04,hikx,0923,n,395.6,.,.,3.5,39.0,0.98,nh4 = 2 vials;  tnp = 2x
NWC01,1,2015,09,08,hikx,0806,n,413.6,.,.,4.3,44.2,1.11,nh4 = 2 vials
NWC01,1,2015,09,11,hikx,0804,n,429.0,.,.,4.3,51.0,1.41,heavy rains last night; samples a little dirty
NWC01,1,2015,09,14,hikx,0923,n,426.0,.,.,3.5,33.8,0.98,tn/tp = 2x
NWC01,1,2015,09,16,hikx,0840,n,413.7,.,.,4.3,46.9,0.89,
NWC01,1,2015,09,18,hikx,0812,n,491.7,.,.,6.1,43.6,0.88,
NWC01,1,2015,09,21,hikx,0840,n,469.5,.,.,5.9,34.8,0.99,
NWC01,1,2015,09,23,hikx,0745,n,478.3,.,.,5.5,47.9,0.92,
NWC01,1,2015,09,25,hikx,0745,n,470.9,.,.,11.6,13.3,0.87,
NWC01,1,2015,09,28,hikx,0840,n,512.0,.,.,11.1,38.2,1.09,
