site,date,timeEST,pH,DIC,spCond,temp,ANC960,ANCMet,precipCatch,fieldCode,notes,uniqueID,waterYr,Ca,Mg,K,Na,TMAl,OMAl,Al_ICP,NH4,SO4,NO3,Cl,PO4,DOC,TDN,DON,SiO2,Mn,Fe,F,cationCharge,anionCharge,ionError,duplicate,sampleType,ionBalance,canonical,pHmetrohm
RG22,1992-01-27,08:30,4.81,NA,8.7,NA,NA,NA,NA,NA,NA,RG22_19920127_0830,1991,0.02,0.01,0.005,0.11,NA,NA,NA,0.04,0.9,0.61,0.18,0.004,NA,NA,NA,0.05,NA,NA,NA,24.4,33.6,-31.7,NA,NA,-9.2,NA,NA
RG1,1992-02-10,09:30,4.25,NA,24,NA,NA,NA,NA,NA,NA,RG1_19920210_0930,1991,0.03,0.02,0.01,0.17,NA,NA,NA,0.11,0.8,3.62,0.29,5e-4,0,NA,NA,0.05,NA,NA,NA,74,83.1,-11.6,NA,NA,-9.1,NA,NA
RG11,1992-02-10,09:25,4.29,NA,22.7,NA,NA,NA,NA,NA,NA,RG11_19920210_0925,1991,0.04,0.02,0.01,0.17,NA,NA,NA,0.1,0.7,3.35,0.29,0.004,NA,NA,NA,0.05,NA,NA,NA,69,76.7,-10.6,NA,NA,-7.7,NA,NA
RG22,1992-02-10,08:00,4.3,NA,22.5,NA,NA,NA,NA,NA,NA,RG22_19920210_0800,1991,0.04,0.01,0.01,0.3,NA,NA,NA,0.12,0.8,3.68,0.46,0.004,NA,NA,NA,0.05,NA,NA,NA,72.9,88.9,-19.8,NA,NA,-16,NA,NA
RG1,1992-02-17,09:30,4.39,NA,18.1,NA,NA,NA,NA,NA,NA,RG1_19920217_0930,1991,0.01,0.01,0.01,0.07,NA,NA,NA,0.11,1,2,0.16,0.004,0,NA,NA,0.05,NA,NA,NA,52.3,57.5,-9.5,NA,NA,-5.2,NA,NA
RG11,1992-02-17,08:40,4.39,NA,17.8,NA,NA,NA,NA,NA,NA,RG11_19920217_0840,1991,0.02,0.01,0.01,0.07,NA,NA,NA,0.08,1,1.94,0.15,0.007,NA,NA,NA,0.05,NA,NA,NA,51.1,56.3,-9.7,NA,NA,-5.2,NA,NA
RG22,1992-02-17,08:10,4.51,NA,17.3,NA,NA,NA,NA,NA,NA,RG22_19920217_0810,1991,0.01,0.01,0.01,0.12,NA,NA,NA,0.18,1,2.05,0.18,0.005,NA,NA,NA,0.1,NA,NA,NA,47.7,58.9,-21,NA,NA,-11.2,NA,NA
RG1,1992-02-24,09:15,4.3,NA,22.3,NA,NA,NA,NA,NA,NA,RG1_19920224_0915,1991,0.03,0.02,0.01,0.11,NA,NA,NA,0.16,1.6,2,0.21,0.006,0,NA,NA,0.05,NA,NA,NA,68,71.4,-4.9,NA,NA,-3.4,NA,NA
RG11,1992-02-24,09:40,4.3,NA,23.4,NA,NA,NA,NA,NA,NA,RG11_19920224_0940,1991,0.03,0.02,0.01,0.11,NA,NA,NA,0.22,1.7,2.07,0.2,0.004,NA,NA,NA,0.05,NA,NA,NA,71.3,74.3,-4.1,NA,NA,-3,NA,NA
RG22,1992-02-24,08:30,4.31,NA,23,NA,NA,NA,NA,NA,NA,RG22_19920224_0830,1991,0.03,0.02,0.01,0.16,NA,NA,NA,0.23,1.8,2.25,0.31,0.008,NA,NA,NA,0.05,NA,NA,NA,72.1,82.4,-13.3,NA,NA,-10.3,NA,NA
RG1,1992-03-02,09:40,4.18,NA,31.8,NA,NA,NA,NA,NA,NA,RG1_19920302_0940,1991,0.03,0.02,0.03,0.15,NA,NA,NA,0.53,2.3,3.14,0.4,0.026,0,NA,NA,0.05,NA,NA,NA,106.7,109.7,-2.8,NA,NA,-3,NA,NA
RG11,1992-03-02,10:10,4.19,NA,30.3,NA,NA,NA,NA,NA,NA,RG11_19920302_1010,1991,0.04,0.02,0.01,0.14,NA,NA,NA,0.53,2.3,3,0.33,0.024,NA,NA,NA,0.05,NA,NA,NA,104.8,105.4,-0.6,NA,NA,-0.6,NA,NA
RG22,1992-03-02,08:30,4.14,NA,34.9,NA,NA,NA,NA,NA,NA,RG22_19920302_0830,1991,0.05,0.02,0.02,0.21,NA,NA,NA,0.64,2.9,3.43,0.4,0.016,NA,NA,NA,0.05,NA,NA,NA,121.7,126.8,-4.1,NA,NA,-5.1,NA,NA
RG1,1992-03-09,09:35,3.99,NA,44,NA,NA,NA,NA,NA,NA,RG1_19920309_0935,1991,0.08,0.04,0.02,0.33,NA,NA,NA,0.35,4,2.55,0.6,0.014,0,NA,NA,0.05,NA,NA,NA,144.7,141.2,2.4,NA,NA,3.5,NA,NA
RG11,1992-03-09,10:20,3.99,NA,44.4,NA,NA,NA,NA,NA,NA,RG11_19920309_1020,1991,0.08,0.04,0.03,0.35,NA,NA,NA,0.39,4.1,2.68,0.6,0.012,NA,NA,NA,0.05,NA,NA,NA,148.1,145.3,1.9,NA,NA,2.8,NA,NA
RG22,1992-03-09,08:00,3.99,NA,46.5,NA,NA,NA,NA,NA,NA,RG22_19920309_0800,1991,0.08,0.05,0.02,0.4,NA,NA,NA,0.39,4.2,3,0.7,0.009,NA,NA,NA,0.05,NA,NA,NA,150,155.4,-3.5,NA,NA,-5.4,NA,NA
RG1,1992-03-16,09:10,4.17,NA,29.2,NA,NA,NA,NA,NA,NA,RG1_19920316_0910,1991,0.05,0.03,0.02,0.14,NA,NA,NA,0.19,2.6,1.62,0.27,0.007,0,NA,NA,0.05,NA,NA,NA,90.6,87.8,3.1,NA,NA,2.8,NA,NA
RG11,1992-03-16,09:40,4.2,NA,27,NA,NA,NA,NA,NA,NA,RG11_19920316_0940,1991,0.05,0.03,0.01,0.12,NA,NA,NA,0.17,2.4,1.48,0.22,0.008,NA,NA,NA,0.05,NA,NA,NA,83.8,80,4.6,NA,NA,3.8,NA,NA
RG22,1992-03-16,08:30,4.11,NA,34.6,NA,NA,NA,NA,NA,NA,RG22_19920316_0830,1991,0.06,0.04,0.01,0.18,NA,NA,NA,0.22,3.2,2.03,0.33,0.007,NA,NA,NA,0.05,NA,NA,NA,104.2,108.5,-4,NA,NA,-4.3,NA,NA
RG1,1992-03-23,09:10,4.05,NA,62,NA,NA,NA,NA,955,NA,RG1_19920323_0910,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-195.3,NA,NA,NA,NA,NA,NA
RG11,1992-03-23,09:40,4.04,NA,45.4,NA,NA,NA,NA,955,NA,RG11_19920323_0940,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-195.3,NA,NA,NA,NA,NA,NA
RG22,1992-03-24,08:00,4.18,NA,42.2,NA,NA,NA,NA,955,NA,RG22_19920324_0800,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RG1,1992-03-30,09:40,4.39,NA,18.2,NA,NA,NA,NA,NA,NA,RG1_19920330_0940,1991,0.08,0.08,0.03,0.48,NA,NA,NA,0.14,1.7,1.48,0.73,0.007,0,NA,NA,0.05,NA,NA,NA,81.6,79.8,2.2,NA,NA,1.8,NA,NA
RG11,1992-03-30,10:05,4.36,NA,20.9,NA,NA,NA,NA,NA,NA,RG11_19920330_1005,1991,0.08,0.08,0.03,0.5,NA,NA,NA,0.13,1.8,1.48,0.76,0.007,NA,NA,NA,0.05,NA,NA,NA,84.8,82.7,2.5,NA,NA,2.1,NA,NA
RG22,1992-03-30,08:00,4.69,NA,15.2,NA,NA,NA,NA,NA,NA,RG22_19920330_0800,1991,0.07,0.07,0.02,0.4,NA,NA,NA,0.1,1.3,1.17,0.64,0.009,NA,NA,NA,0.05,NA,NA,NA,53.1,63.9,-18.5,NA,NA,-10.8,NA,NA
RG1,1992-04-06,12:20,3.36,NA,NA,NA,NA,NA,NA,955,NA,RG1_19920406_1220,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-195.3,NA,NA,NA,NA,NA,NA
RG11,1992-04-06,08:05,3.17,NA,NA,NA,NA,NA,NA,955,NA,RG11_19920406_0805,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-195.3,NA,NA,NA,NA,NA,NA
RG1,1992-04-13,08:25,4.2,NA,30.9,NA,NA,NA,NA,NA,NA,RG1_19920413_0825,1991,0.33,0.1,0.05,0.04,NA,NA,NA,0.59,3.7,2.48,0.13,0.02,0,NA,NA,0.1,NA,NA,NA,124.4,120.6,3.1,NA,NA,3.8,NA,NA
RG11,1992-04-13,08:15,4.12,NA,34,NA,NA,NA,NA,NA,NA,RG11_19920413_0815,1991,0.14,0.02,0.02,0.03,NA,NA,NA,0.56,3.6,2.24,0.09,0.017,NA,NA,NA,0.1,NA,NA,NA,118.2,113.5,4.1,NA,NA,4.7,NA,NA
RG22,1992-04-13,07:15,4.17,NA,35.4,NA,NA,NA,NA,970,NA,RG22_19920413_0715,1991,0.15,0.03,0.09,0.07,NA,NA,NA,1.5,4.2,2.59,0.19,0.5,NA,NA,NA,0.1,NA,NA,NA,166,134.4,21,NA,NA,31.6,NA,NA
RG1,1992-04-20,08:30,4.6,NA,11.7,NA,NA,NA,NA,NA,NA,RG1_19920420_0830,1991,0.02,0.01,0.01,0.02,NA,NA,NA,0.07,0.9,1.04,0.04,0.009,0,NA,NA,0.05,NA,NA,NA,32.8,36.6,-11,NA,NA,-3.8,NA,NA
RG11,1992-04-20,08:15,4.6,NA,11.7,NA,NA,NA,NA,NA,NA,RG11_19920420_0815,1991,0.06,0.01,0.02,0.02,NA,NA,NA,0.1,1,1.05,0.07,0.008,NA,NA,NA,0.05,NA,NA,NA,36.7,39.7,-7.9,NA,NA,-3,NA,NA
RG22,1992-04-20,07:30,4.69,NA,9.3,NA,NA,NA,NA,NA,NA,RG22_19920420_0730,1991,0.01,0.01,0.01,0.01,NA,NA,NA,0.04,0.5,1.12,0.03,0.009,NA,NA,NA,0.05,NA,NA,NA,24.6,29.3,-17.4,NA,NA,-4.7,NA,NA
RG1,1992-04-28,09:25,4.02,NA,44,NA,NA,NA,NA,NA,NA,RG1_19920428_0925,1991,0.15,0.04,0.04,0.2,NA,NA,NA,0.53,4.3,2.93,0.6,0.023,0,NA,NA,0.05,NA,NA,NA,146.2,153.5,-4.9,NA,NA,-7.3,NA,NA
RG11,1992-04-28,09:05,4.01,NA,43.2,NA,NA,NA,NA,NA,NA,RG11_19920428_0905,1991,0.17,0.05,0.05,0.19,NA,NA,NA,0.53,4.4,2.77,0.65,0.021,NA,NA,NA,0.05,NA,NA,NA,150.1,154.4,-2.8,NA,NA,-4.3,NA,NA
RG22,1992-04-28,07:30,4.01,NA,46.5,NA,NA,NA,NA,NA,NA,RG22_19920428_0730,1991,0.07,0.05,0.08,0.29,NA,NA,NA,0.42,4.8,3.36,0.55,0.027,NA,NA,NA,0.05,NA,NA,NA,143.3,169.4,-16.7,NA,NA,-26.1,NA,NA
RG1,1992-05-04,15:20,4.3,NA,25.3,NA,NA,NA,NA,NA,NA,RG1_19920504_1520,1991,0.25,0.05,0.07,0.05,NA,NA,NA,0.57,2.7,2.22,0.14,0.018,0,NA,NA,0.05,NA,NA,NA,103.1,95.9,7.2,NA,NA,7.2,NA,NA
RG11,1992-05-04,15:10,4.37,NA,24.6,NA,NA,NA,NA,NA,NA,RG11_19920504_1510,1991,0.33,0.08,0.14,0.15,NA,NA,NA,0.78,2.9,2.19,0.25,0.08,NA,NA,NA,0.05,NA,NA,NA,119.9,102.6,15.6,NA,NA,17.3,NA,NA
RG22,1992-05-04,07:30,4.72,NA,18.9,NA,NA,NA,NA,970,NA,RG22_19920504_0730,1991,0.24,0.05,0.75,0.13,NA,NA,NA,2.45,3,2.22,0.32,0.9,NA,NA,NA,0.05,NA,NA,NA,195.7,107.2,58.4,NA,NA,88.5,NA,NA
RG11,1992-05-11,08:15,4.84,NA,7.9,NA,NA,NA,NA,970,NA,RG11_19920511_0815,1991,0.09,0.05,0.24,0.11,NA,NA,NA,0.75,1.1,0.74,0.23,2.1,NA,NA,NA,0.05,NA,NA,NA,76.4,41.3,59.6,NA,NA,35.1,NA,NA
RG22,1992-05-11,07:45,4.82,NA,NA,NA,NA,NA,NA,955,NA,RG22_19920511_0745,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RG1,1992-05-19,08:50,4.28,NA,29.5,NA,NA,NA,NA,955,NA,RG1_19920519_0850,1991,0.28,0.15,0.56,0.27,NA,NA,NA,0.04,3.1,2.86,0.55,0.19,0,NA,NA,0.05,NA,NA,NA,107.9,126,-15.5,NA,NA,-18.1,NA,NA
RG11,1992-05-19,08:30,4.4,NA,24.6,NA,NA,NA,NA,955,NA,RG11_19920519_0830,1991,0.22,0.09,0.53,0.27,NA,NA,NA,0.6,2.7,2.63,0.63,0.14,NA,NA,NA,0.05,NA,NA,NA,117.6,116.3,1.1,NA,NA,1.3,NA,NA
RG11,1992-05-25,12:40,4.28,NA,61.8,NA,NA,NA,NA,970,NA,RG11_19920525_1240,1991,0.81,0.44,3.38,0.17,NA,NA,NA,2.8,5.7,4.943,0.71,1,NA,NA,NA,0.1,NA,NA,NA,379,218.2,53.9,NA,NA,160.8,NA,NA
RG22,1992-05-25,14:00,3.91,NA,97.3,NA,NA,NA,NA,955,NA,RG22_19920525_1400,1991,NA,NA,1.84,0.13,NA,NA,NA,2.3,NA,4.71,0.55,0.81,NA,NA,NA,NA,NA,NA,NA,NA,28.9,NA,NA,NA,NA,NA,NA
RG1,1992-06-02,08:05,4.88,NA,11.2,NA,NA,NA,NA,970,NA,RG1_19920602_0805,1992,0.05,0.06,0.29,0.24,NA,NA,NA,0.23,1.3,1.05,0.44,0.87,0,NA,NA,0.05,NA,NA,NA,52.1,56.4,-7.9,NA,NA,-4.3,NA,NA
RG11,1992-06-02,07:55,4.49,NA,15.2,NA,NA,NA,NA,NA,NA,RG11_19920602_0755,1992,0.05,0.04,0.05,0.25,NA,NA,NA,0.02,1.3,1.05,0.4,0.004,NA,NA,NA,0.05,NA,NA,NA,52.3,55.2,-5.4,NA,NA,-2.9,NA,NA
RG22,1992-06-02,07:30,4.68,NA,11.4,NA,NA,NA,NA,NA,NA,RG22_19920602_0730,1992,0.05,0.04,0.14,0.23,NA,NA,NA,0.04,1,0.95,0.43,0.021,NA,NA,NA,0.05,NA,NA,NA,42.5,48.2,-12.6,NA,NA,-5.7,NA,NA
RG1,1992-06-08,09:05,4.65,NA,9.6,NA,NA,NA,NA,NA,NA,RG1_19920608_0905,1992,0.04,0.02,0.04,0.05,NA,NA,NA,0.12,1,0.51,0.12,0.014,0,NA,NA,0.05,NA,NA,NA,36.7,32.4,12.4,NA,NA,4.3,NA,NA
RG11,1992-06-08,08:45,4.64,NA,9.9,NA,NA,NA,NA,NA,NA,RG11_19920608_0845,1992,0.05,0.02,0.04,0.06,NA,NA,NA,0.07,1,0.49,0.13,0.02,NA,NA,NA,0.05,NA,NA,NA,35.4,32.4,8.8,NA,NA,3,NA,NA
RG22,1992-06-08,08:10,4.89,NA,7.7,NA,NA,NA,NA,NA,NA,RG22_19920608_0810,1992,0.05,0.02,0.06,0.04,NA,NA,NA,0.06,0.8,0.32,0.11,0.015,NA,NA,NA,0.1,NA,NA,NA,23.6,24.9,-5.4,NA,NA,-1.3,NA,NA
RG1,1992-06-22,11:10,4.09,NA,34.4,NA,NA,NA,NA,NA,NA,RG1_19920622_1110,1992,0.06,0.03,0.16,0.06,NA,NA,NA,0.47,3.6,2.21,0.12,0.031,0,NA,NA,0.05,NA,NA,NA,120.3,113.8,5.6,NA,NA,6.5,NA,NA
RG11,1992-06-22,10:45,4.02,NA,43.2,NA,NA,NA,NA,NA,NA,RG11_19920622_1045,1992,0.09,0.04,0.18,0.12,NA,NA,NA,0.44,4.3,2.33,0.19,0.026,NA,NA,NA,0.05,NA,NA,NA,138.3,132.3,4.4,NA,NA,6,NA,NA
RG22,1992-06-22,07:50,4.09,NA,36.9,NA,NA,NA,NA,NA,NA,RG22_19920622_0750,1992,0.08,0.04,0.19,0.09,NA,NA,NA,0.38,2.45,3.7,0.15,0.029,NA,NA,NA,0.05,NA,NA,NA,118.4,114.8,3.1,NA,NA,3.6,NA,NA
RG1,1992-06-29,09:25,4.01,NA,40.4,NA,NA,NA,NA,NA,NA,RG1_19920629_0925,1992,0.08,0.02,0.08,0.05,NA,NA,NA,0.02,3.8,2.81,0.14,0.003,0,NA,NA,0.05,NA,NA,NA,109.5,128.2,-15.7,NA,NA,-18.7,NA,NA
RG22,1992-06-29,08:10,3.99,NA,40.9,NA,NA,NA,NA,NA,NA,RG22_19920629_0810,1992,0.11,0.02,0.07,0.05,NA,NA,NA,0.02,3.9,3.11,0.15,0.013,NA,NA,NA,0.05,NA,NA,NA,114.5,135.4,-16.7,NA,NA,-20.9,NA,NA
RG1,1992-07-06,08:45,4.33,NA,21.1,NA,NA,NA,NA,NA,NA,RG1_19920706_0845,1992,0.1,0.02,0.03,0.02,NA,NA,NA,0.2,2,1.56,0.7,0.011,0,NA,NA,0.05,NA,NA,NA,67,86.5,-25.4,NA,NA,-19.5,NA,NA
RG11,1992-07-06,08:20,4.39,NA,20.2,NA,NA,NA,NA,NA,NA,RG11_19920706_0820,1992,0.1,0.02,0.03,0.02,NA,NA,NA,0.18,1.9,1.5,0.06,0.006,NA,NA,NA,0.05,NA,NA,NA,59.8,65.4,-8.9,NA,NA,-5.6,NA,NA
RG22,1992-07-06,07:45,4.39,NA,20.7,NA,NA,NA,NA,NA,NA,RG22_19920706_0745,1992,0.1,0.02,0.03,0.02,NA,NA,NA,0.17,2,1.56,0.07,0.004,NA,NA,NA,0.05,NA,NA,NA,58.4,68.7,-16.2,NA,NA,-10.3,NA,NA
RG1,1992-07-14,07:45,4.14,NA,30.5,NA,NA,NA,NA,NA,NA,RG1_19920714_0745,1992,0.08,0.02,0.04,0.02,NA,NA,NA,0.37,3.1,1.89,0.09,0.008,0,NA,NA,0.05,NA,NA,NA,101.3,97.4,3.9,NA,NA,3.9,NA,NA
RG11,1992-07-14,07:30,4.2,NA,27.9,NA,NA,NA,NA,NA,NA,RG11_19920714_0730,1992,0.08,0.02,0.04,0.02,NA,NA,NA,0.25,2.9,1.77,0.08,0.011,NA,NA,NA,0.05,NA,NA,NA,85.3,91.1,-6.6,NA,NA,-5.8,NA,NA
RG22,1992-07-14,07:10,4.61,NA,18,NA,NA,NA,NA,NA,NA,RG22_19920714_0710,1992,0.1,0.04,0.17,0.02,NA,NA,NA,1.02,3,1.77,0.1,0.26,NA,NA,NA,0.05,NA,NA,NA,94.6,93.7,1,NA,NA,0.9,NA,NA
RG1,1992-07-20,09:20,4.47,NA,14.6,NA,NA,NA,NA,NA,NA,RG1_19920720_0920,1992,0.01,0.01,0.02,0.03,NA,NA,NA,0.14,1.5,0.88,0.08,0.009,0,NA,NA,0.05,NA,NA,NA,45.6,47.6,-4.3,NA,NA,-2,NA,NA
RG11,1992-07-20,08:35,4.49,NA,15.2,NA,NA,NA,NA,NA,NA,RG11_19920720_0835,1992,0.01,0.01,0.02,0.03,NA,NA,NA,0.14,1.4,0.85,0.06,0.008,NA,NA,NA,0.05,NA,NA,NA,44.1,44.5,-0.9,NA,NA,-0.4,NA,NA
RG22,1992-07-20,07:40,4.59,NA,14.2,NA,NA,NA,NA,NA,NA,RG22_19920720_0740,1992,0.01,0.01,0.02,0.03,NA,NA,NA,0.15,1.5,0.82,0.06,0.007,NA,NA,NA,0.05,NA,NA,NA,37.2,46.1,-21.4,NA,NA,-8.9,NA,NA
RG1,1992-07-27,09:15,3.72,NA,72.9,NA,NA,NA,NA,970,NA,RG1_19920727_0915,1992,0.13,0.04,0.31,0.14,NA,NA,NA,0.71,8.3,3.54,0.3,0.155,0,NA,NA,0.6,NA,NA,NA,254.5,238.1,6.7,NA,NA,16.4,NA,NA
RG11,1992-07-27,08:55,3.79,NA,64.7,NA,NA,NA,NA,NA,NA,RG11_19920727_0855,1992,0.14,0.03,0.11,0.08,NA,NA,NA,0.45,7.3,2.97,0.21,0.043,NA,NA,NA,0.4,NA,NA,NA,203.7,205.6,-0.9,NA,NA,-1.9,NA,NA
RG22,1992-07-27,07:15,3.76,NA,64.9,NA,NA,NA,NA,NA,NA,RG22_19920727_0715,1992,0.14,0.03,0.06,0.04,NA,NA,NA,0.28,7.1,3.14,0.14,0.008,NA,NA,NA,0.4,NA,NA,NA,202,202.2,-0.1,NA,NA,-0.2,NA,NA
RG1,1992-08-03,09:15,4.24,NA,23.4,NA,NA,NA,NA,NA,NA,RG1_19920803_0915,1992,0.03,0.01,0.02,0.02,NA,NA,NA,0.2,2.2,1.55,0.06,5e-4,0,NA,NA,0.05,NA,NA,NA,73.2,72.4,1.1,NA,NA,0.8,NA,NA
RG11,1992-08-03,08:40,4.25,NA,22.6,NA,NA,NA,NA,NA,NA,RG11_19920803_0840,1992,0.03,0.01,0.02,0.04,NA,NA,NA,0.18,2.1,1.5,0.1,0.003,NA,NA,NA,0.05,NA,NA,NA,71.6,70.7,1.3,NA,NA,0.9,NA,NA
RG22,1992-08-03,08:10,4.22,NA,23.2,NA,NA,NA,NA,NA,NA,RG22_19920803_0810,1992,0.03,0.01,0.02,0.02,NA,NA,NA,0.2,2.2,1.66,0.06,0.002,NA,NA,NA,0.05,NA,NA,NA,75,74.2,1.1,NA,NA,0.8,NA,NA
RG1,1992-08-10,09:35,4.02,NA,35.7,NA,NA,NA,NA,NA,NA,RG1_19920810_0935,1992,0.04,0.01,0.03,0.02,NA,NA,NA,0.24,3.9,1.83,0.08,0.004,0,NA,NA,0.05,NA,NA,NA,114.1,112.8,1.1,NA,NA,1.3,NA,NA
RG11,1992-08-10,09:15,4.02,NA,38,NA,NA,NA,NA,NA,NA,RG11_19920810_0915,1992,0.05,0.01,0.02,0.03,NA,NA,NA,0.22,3.8,1.87,0.08,0.009,NA,NA,NA,0.05,NA,NA,NA,113.7,111.4,2,NA,NA,2.3,NA,NA
RG22,1992-08-10,08:50,4.08,NA,32.8,NA,NA,NA,NA,NA,NA,RG22_19920810_0850,1992,0.03,0.01,0.01,0.01,NA,NA,NA,0.24,3.5,1.56,0.06,0.007,NA,NA,NA,0.05,NA,NA,NA,99.5,99.6,-0.1,NA,NA,-0.1,NA,NA
RG1,1992-08-17,09:20,3.73,NA,74.4,NA,NA,NA,NA,NA,NA,RG1_19920817_0920,1992,0.1,0.03,0.08,0.16,NA,NA,NA,0.47,5.7,5.77,0.32,0.009,0,NA,NA,0.05,NA,NA,NA,229.6,220.5,4,NA,NA,9.1,NA,NA
RG11,1992-08-17,08:50,3.75,NA,71.2,NA,NA,NA,NA,NA,NA,RG11_19920817_0850,1992,0.11,0.03,0.08,0.16,NA,NA,NA,0.37,5.6,5.32,0.32,0.012,NA,NA,NA,0.1,NA,NA,NA,216.1,211.2,2.3,NA,NA,4.9,NA,NA
RG22,1992-08-17,08:15,3.72,NA,72.9,NA,NA,NA,NA,NA,NA,RG22_19920817_0815,1992,0.1,0.03,0.06,0.13,NA,NA,NA,0.37,5.7,6.2,0.32,0.005,NA,NA,NA,0.1,NA,NA,NA,225.7,227.4,-0.8,NA,NA,-1.7,NA,NA
RG1,1992-08-24,09:10,4.42,NA,13.3,NA,NA,NA,NA,NA,NA,RG1_19920824_0910,1992,0.02,0.01,0.03,0.02,NA,NA,NA,0.08,1.1,0.83,0.11,0.014,0,NA,NA,0.05,NA,NA,NA,46.8,39.3,17.4,NA,NA,7.5,NA,NA
RG11,1992-08-24,08:45,4.51,NA,12.8,NA,NA,NA,NA,NA,NA,RG11_19920824_0845,1992,0.03,0.01,0.07,0.06,NA,NA,NA,0.05,1.1,0.94,0.12,0.009,NA,NA,NA,0.1,NA,NA,NA,41.2,41.4,-0.5,NA,NA,-0.2,NA,NA
RG22,1992-08-24,08:10,4.61,NA,9.9,NA,NA,NA,NA,NA,NA,RG22_19920824_0810,1992,0.01,0.005,0.01,0.02,NA,NA,NA,0.09,1.1,0.72,0.05,0.009,NA,NA,NA,0.05,NA,NA,NA,31.6,35.9,-12.7,NA,NA,-4.3,NA,NA
RG1,1992-08-31,11:05,4.27,NA,27.7,NA,NA,NA,NA,NA,NA,RG1_19920831_1105,1992,0.03,0.02,0.03,0.1,NA,NA,NA,0.34,3.4,1.04,0.18,0.007,0,NA,NA,0.05,NA,NA,NA,81.7,92.5,-12.4,NA,NA,-10.8,NA,NA
RG11,1992-08-31,10:30,4.24,NA,25.3,NA,NA,NA,NA,NA,NA,RG11_19920831_1030,1992,0.04,0.02,0.02,0.09,NA,NA,NA,0.33,3.1,0.98,0.16,0.012,NA,NA,NA,0.05,NA,NA,NA,84.7,84.8,-0.1,NA,NA,-0.1,NA,NA
RG22,1992-08-31,08:00,4.39,NA,19.1,NA,NA,NA,NA,NA,NA,RG22_19920831_0800,1992,0.04,0.02,0.02,0.13,NA,NA,NA,0.23,2.4,0.95,0.24,0.009,NA,NA,NA,0.1,NA,NA,NA,63.3,72,-12.9,NA,NA,-8.7,NA,NA
RG1,1992-09-08,09:40,4.42,NA,16.3,NA,NA,NA,NA,NA,NA,RG1_19920908_0940,1992,0.02,0.005,0.02,0.02,NA,NA,NA,0.12,1.5,0.9,0.06,0.007,0,NA,NA,0.05,NA,NA,NA,48.3,47.4,1.9,NA,NA,0.9,NA,NA
RG11,1992-09-08,09:05,4.37,NA,18.2,NA,NA,NA,NA,NA,NA,RG11_19920908_0905,1992,0.03,0.01,0.01,0.02,NA,NA,NA,0.15,1.7,1.16,0.06,0.01,NA,NA,NA,0.05,NA,NA,NA,55.3,55.7,-0.7,NA,NA,-0.4,NA,NA
RG22,1992-09-08,08:40,4.45,NA,14,NA,NA,NA,NA,NA,NA,RG22_19920908_0840,1992,0.02,0.005,0.01,0.02,NA,NA,NA,0.11,1.4,0.84,0.06,0.012,NA,NA,NA,0.05,NA,NA,NA,44.1,44.3,-0.5,NA,NA,-0.2,NA,NA
RG1,1992-09-14,09:45,4.4,NA,18.1,NA,NA,NA,NA,NA,NA,RG1_19920914_0945,1992,0.02,0.01,0.03,0.04,NA,NA,NA,0.14,1.6,1.44,0.07,0.005,0,NA,NA,0.05,NA,NA,NA,52.7,58.4,-10.3,NA,NA,-5.7,NA,NA
RG11,1992-09-14,09:05,4.47,NA,16.1,NA,NA,NA,NA,NA,NA,RG11_19920914_0905,1992,0.03,0.01,0.05,0.05,NA,NA,NA,0.2,1.4,1.33,0.1,0.018,NA,NA,NA,0.05,NA,NA,NA,51.6,53.4,-3.4,NA,NA,-1.8,NA,NA
RG22,1992-09-14,08:30,4.37,NA,18.6,NA,NA,NA,NA,NA,NA,RG22_19920914_0830,1992,0.02,0.01,0.03,0.04,NA,NA,NA,0.14,1.7,1.55,0.09,0.025,NA,NA,NA,0.05,NA,NA,NA,54.7,62.9,-13.9,NA,NA,-8.2,NA,NA
RG1,1992-09-21,09:10,4.48,NA,14,NA,NA,NA,NA,NA,NA,RG1_19920921_0910,1992,0.02,0.01,0.04,0.04,NA,NA,NA,0.08,1.4,0.74,0.04,0.006,0,NA,NA,0.05,NA,NA,NA,43,42.2,1.9,NA,NA,0.8,NA,NA
RG11,1992-09-21,08:50,4.5,NA,14,NA,NA,NA,NA,NA,NA,RG11_19920921_0850,1992,0.03,0.01,0.06,0.04,NA,NA,NA,0.08,1.4,0.74,0.1,0.026,NA,NA,NA,0.05,NA,NA,NA,42.5,43.9,-3.2,NA,NA,-1.4,NA,NA
