site,date,timeEST,pH,DIC,spCond,temp,ANC960,ANCMet,precipCatch,fieldCode,notes,uniqueID,waterYr,Ca,Mg,K,Na,TMAl,OMAl,Al_ICP,NH4,SO4,NO3,Cl,PO4,DOC,TDN,DON,SiO2,Mn,Fe,F,cationCharge,anionCharge,ionError,duplicate,sampleType,ionBalance,canonical,pHmetrohm
RG19,2000-11-13,14:20,4.82,NA,6.4,NA,NA,NA,NA,NA,NA,RG19_20001113_1420,2000,0.01,0.005,0.005,0.005,NA,NA,NA,0.03,0.39,0.48,0.02,5e-4,NA,NA,NA,0.05,NA,NA,NA,18.1,16.4,9.9,NA,NA,1.7,NA,NA
RG22,2000-11-13,07:50,4.81,NA,6.9,NA,NA,NA,NA,NA,NA,RG22_20001113_0750,2000,0.01,0.005,0.005,0.005,NA,NA,NA,0.04,0.45,0.5,0.02,5e-4,NA,NA,NA,0.05,NA,NA,NA,19,18,5.4,NA,NA,1,NA,NA
RG1,2000-11-20,09:45,4.21,NA,25.7,NA,NA,NA,NA,969,NA,RG1_20001120_0945,2000,0.02,0.005,0.01,0.01,NA,NA,NA,0.03,2.02,2.21,0.09,0.002,NA,NA,NA,0.05,NA,NA,NA,65.8,80.1,-19.6,NA,NA,-14.3,NA,NA
RG11,2000-11-20,10:10,4.21,NA,26.3,NA,NA,NA,NA,NA,NA,RG11_20001120_1010,2000,0.02,0.005,0.01,0.01,NA,NA,NA,0.31,2.03,2.16,0.11,5e-4,0.7,1.0564,0.33,0.05,NA,NA,NA,81.4,80.1,1.6,NA,NA,1.3,NA,NA
RG19,2000-11-20,09:10,4.24,NA,24,NA,NA,NA,NA,NA,NA,RG19_20001120_0910,2000,0.02,0.005,0.01,0.01,NA,NA,NA,0.26,1.9,1.86,0.11,5e-4,NA,NA,NA,0.05,NA,NA,NA,74,72.6,1.9,NA,NA,1.4,NA,NA
RG22,2000-11-20,07:45,4.18,NA,27.3,NA,NA,NA,NA,NA,NA,RG22_20001120_0745,2000,0.02,0.005,0.005,0.01,NA,NA,NA,0.28,1.98,2.42,0.11,5e-4,NA,NA,NA,0.05,NA,NA,NA,83.6,83.2,0.5,NA,NA,0.4,NA,NA
RG1,2000-11-28,08:50,4.73,NA,7.6,NA,NA,NA,NA,NA,NA,RG1_20001128_0850,2000,0.03,0.01,0.01,0.08,NA,NA,NA,0.06,0.52,0.88,0.12,0.003,NA,NA,NA,0.05,NA,NA,NA,28.4,28.4,NA,NA,NA,NA,NA,NA
RG11,2000-11-28,10:05,4.75,NA,7.7,NA,NA,NA,NA,NA,NA,RG11_20001128_1005,2000,0.04,0.01,0.01,0.07,NA,NA,NA,0.06,0.53,0.82,0.12,0.002,NA,NA,NA,0.05,NA,NA,NA,27.7,27.6,0.4,NA,NA,0.1,NA,NA
RG19,2000-11-28,08:30,4.75,NA,7.4,NA,NA,NA,NA,NA,NA,RG19_20001128_0830,2000,0.02,0.01,0.01,0.05,NA,NA,NA,0.05,0.52,0.73,0.08,0.002,NA,NA,NA,0.05,NA,NA,NA,24.8,24.8,NA,NA,NA,NA,NA,NA
RG22,2000-11-28,07:15,4.79,NA,6.2,NA,NA,NA,NA,NA,NA,RG22_20001128_0715,2000,0.05,0.01,0.01,0.1,NA,NA,NA,0.05,0.48,0.74,0.16,0.002,NA,NA,NA,0.05,NA,NA,NA,26.9,26.4,1.9,NA,NA,0.5,NA,NA
RG1,2000-12-04,14:00,4.11,NA,37.1,NA,NA,NA,NA,955,NA,RG1_20001204_1400,2000,0.27,0.03,0.06,0.14,NA,NA,NA,0.42,3.9,0.96,0.36,0.002,NA,NA,NA,3.8,NA,NA,NA,136.4,106.7,24.4,NA,NA,29.7,NA,NA
RG11,2000-12-04,13:10,4.11,NA,36.1,NA,NA,NA,NA,NA,NA,RG11_20001204_1310,2000,0.18,0.02,0.03,0.12,NA,NA,NA,0.38,1.73,5.57,0.18,0.002,NA,NA,NA,0.1,NA,NA,NA,117,130.7,-11.1,NA,NA,-13.7,NA,NA
RG19,2000-12-04,15:40,4.1,NA,35.3,NA,NA,NA,NA,NA,NA,RG19_20001204_1540,2000,0.09,0.01,0.02,0.06,NA,NA,NA,0.31,1.38,5.36,0.13,5e-4,NA,NA,NA,0.05,NA,NA,NA,105,118.7,-12.2,NA,NA,-13.7,NA,NA
RG1,2000-12-18,12:05,4.75,NA,8.4,NA,NA,NA,NA,NA,NA,RG1_20001218_1205,2000,0.01,0.01,0.01,0.07,NA,NA,NA,0.05,0.6,0.7,0.16,0.002,NA,NA,NA,0.05,NA,NA,NA,25.6,28.3,-10,NA,NA,-2.7,NA,NA
RG19,2000-12-18,10:00,4.78,NA,7.1,NA,NA,NA,NA,NA,NA,RG19_20001218_1000,2000,0.01,0.01,0.01,0.06,NA,NA,NA,0.05,0.54,0.59,0.15,0.002,NA,NA,NA,0.05,NA,NA,NA,23.6,25,-5.8,NA,NA,-1.4,NA,NA
RG22,2000-12-18,08:00,4.7,NA,9.1,NA,NA,NA,NA,NA,NA,RG22_20001218_0800,2000,0.01,0.01,0.01,0.09,NA,NA,NA,0.05,0.63,0.73,0.21,0.002,NA,NA,NA,0.05,NA,NA,NA,28.2,30.8,-8.8,NA,NA,-2.6,NA,NA
RG1,2000-12-26,13:40,4.57,NA,12.9,NA,NA,NA,NA,NA,NA,RG1_20001226_1340,2000,0.11,0.01,0.09,0.12,NA,NA,NA,0.09,0.56,1.98,0.2,0.005,NA,NA,NA,0.05,NA,NA,NA,47.4,49.2,-3.7,NA,NA,-1.8,NA,NA
RG11,2000-12-26,14:55,4.57,NA,13.5,NA,NA,NA,NA,NA,NA,RG11_20001226_1455,2000,0.13,0.02,0.3,0.13,NA,NA,NA,0.07,0.6,2.07,0.26,0.008,1.1,0.8435,0.32,0.05,NA,NA,NA,56.5,53.1,6.2,NA,NA,3.4,NA,NA
RG19,2000-12-26,11:55,4.59,NA,11.9,NA,NA,NA,NA,NA,NA,RG19_20001226_1155,2000,0.08,0.01,0.06,0.08,NA,NA,NA,0.08,0.57,1.69,0.15,0.004,NA,NA,NA,0.05,NA,NA,NA,40,43.3,-7.9,NA,NA,-3.3,NA,NA
RG22,2000-12-26,07:30,4.46,NA,17.5,NA,NA,NA,NA,969,NA,RG22_20001226_0730,2000,0.17,0.02,0.03,0.34,NA,NA,NA,0.15,0.92,2.57,0.46,0.008,NA,NA,NA,0.05,NA,NA,NA,68.7,73.5,-6.8,NA,NA,-4.8,NA,NA
RG1,2001-01-02,12:35,4.77,NA,7.9,NA,NA,NA,NA,NA,NA,RG1_20010102_1235,2000,0.03,0.01,0.01,0.08,NA,NA,NA,0.03,0.43,0.73,0.15,0.004,NA,NA,NA,0.1,NA,NA,NA,26.4,24.9,5.8,NA,NA,1.5,NA,NA
RG11,2001-01-02,11:40,4.79,NA,7.9,NA,NA,NA,NA,NA,NA,RG11_20010102_1140,2000,0.04,0.01,0.01,0.07,NA,NA,NA,0.03,0.41,0.7,0.2,0.003,NA,NA,NA,0.05,NA,NA,NA,25.7,25.4,1.2,NA,NA,0.3,NA,NA
RG19,2001-01-02,09:10,4.81,NA,6.9,NA,NA,NA,NA,NA,NA,RG19_20010102_0910,2000,0.02,0.005,0.005,0.06,NA,NA,NA,0.04,0.34,0.66,0.15,0.003,NA,NA,NA,0.05,NA,NA,NA,21.9,21.9,NA,NA,NA,NA,NA,NA
RG22,2001-01-02,10:35,4.73,NA,11.6,NA,NA,NA,NA,969,NA,RG22_20010102_1035,2000,0.09,0.01,0.01,0.29,NA,NA,NA,0.02,0.75,0.85,0.45,0.007,NA,NA,NA,0.05,NA,NA,NA,37.9,42,-10.3,NA,NA,-4.1,NA,NA
RG1,2001-01-08,12:20,4.21,NA,27.4,NA,NA,NA,NA,NA,NA,RG1_20010108_1220,2000,0.01,0.005,0.07,0.21,NA,NA,NA,0.11,0.84,3.57,0.42,0.002,NA,NA,NA,0.05,NA,NA,NA,81.3,86.8,-6.5,NA,NA,-5.5,NA,NA
RG11,2001-01-08,11:25,4.2,NA,27.3,NA,NA,NA,NA,NA,NA,RG11_20010108_1125,2000,0.005,0.005,0.005,0.23,NA,NA,NA,0.12,0.85,3.64,0.46,5e-4,0.46,0.8118,0.001,0.05,NA,NA,NA,82.2,89.3,-8.3,NA,NA,-7.1,NA,NA
RG19,2001-01-08,09:15,4.24,NA,26.1,NA,NA,NA,NA,NA,NA,RG19_20010108_0915,2000,0.01,0.005,0.005,0.23,NA,NA,NA,0.16,0.92,3.26,0.4,0.002,NA,NA,NA,0.05,NA,NA,NA,77.5,82.9,-6.7,NA,NA,-5.4,NA,NA
RG22,2001-01-08,07:50,4.22,NA,25.9,NA,NA,NA,NA,969,NA,RG22_20010108_0750,2000,0.005,0.005,0.005,0.32,NA,NA,NA,0.13,0.92,3.62,0.47,0.002,NA,NA,NA,0.05,NA,NA,NA,82.2,90.7,-9.8,NA,NA,-8.5,NA,NA
RG1,2001-01-16,12:35,4.2,NA,26.5,NA,NA,NA,NA,NA,NA,RG1_20010116_1235,2000,0.005,0.005,0.01,0.06,NA,NA,NA,0.24,1.6,3.04,0.18,0.003,NA,NA,NA,0.05,NA,NA,NA,81.6,87.3,-6.7,NA,NA,-5.7,NA,NA
RG11,2001-01-16,13:05,4.21,NA,25.9,NA,NA,NA,NA,NA,NA,RG11_20010116_1305,2000,0.005,0.005,0.02,0.06,NA,NA,NA,0.25,1.51,3.01,0.16,0.004,0.57,0.6184,0.001,0.05,NA,NA,NA,81,84.4,-4.1,NA,NA,-3.4,NA,NA
RG19,2001-01-16,13:40,4.22,NA,26.2,NA,NA,NA,NA,NA,NA,RG19_20010116_1340,2000,0.005,0.005,0.02,0.06,NA,NA,NA,0.24,1.53,3.06,0.17,0.004,NA,NA,NA,0.05,NA,NA,NA,77.3,85.9,-10.5,NA,NA,-8.6,NA,NA
RG22,2001-01-16,15:05,4.17,NA,28.7,NA,NA,NA,NA,NA,NA,RG22_20010116_1505,2000,0.005,0.005,0.01,0.18,NA,NA,NA,0.24,1.79,3.24,0.27,0.004,NA,NA,NA,0.05,NA,NA,NA,89.7,97,-7.8,NA,NA,-7.3,NA,NA
RG1,2001-01-22,12:15,4.09,NA,39.9,NA,NA,NA,NA,955,NA,RG1_20010122_1215,2000,NA,NA,NA,NA,NA,NA,NA,0.26,3.3,3.16,0.46,0.004,NA,NA,NA,0.05,NA,NA,NA,NA,132.5,NA,NA,NA,NA,NA,NA
RG11,2001-01-22,11:15,4.09,NA,38.5,NA,NA,NA,NA,955,NA,RG11_20010122_1115,2000,NA,NA,NA,NA,NA,NA,NA,0.25,3.15,3.01,0.43,0.002,NA,NA,NA,0.05,NA,NA,NA,NA,126.1,NA,NA,NA,NA,NA,NA
RG19,2001-01-22,10:00,4.14,NA,33.1,NA,NA,NA,NA,955,NA,RG19_20010122_1000,2000,0.14,0.01,0.03,0.17,NA,NA,NA,0.22,2.84,2.77,0.27,0.002,NA,NA,NA,0.05,NA,NA,NA,100.6,111.3,-10.1,NA,NA,-10.7,NA,NA
RG22,2001-01-22,07:55,4.01,NA,47.5,NA,NA,NA,NA,969,NA,RG22_20010122_0755,2000,0.18,0.02,0.03,0.83,NA,NA,NA,0.29,4.25,3.93,1.01,0.004,NA,NA,NA,0.1,NA,NA,NA,161.3,180.2,-11.1,NA,NA,-18.9,NA,NA
RG1,2001-02-05,11:20,4.41,NA,16.9,NA,NA,NA,NA,NA,NA,RG1_20010205_1120,2000,0.02,0.005,0.01,0.04,NA,NA,NA,0.16,0.98,2.01,0.11,0.003,NA,NA,NA,0.05,NA,NA,NA,51.6,55.8,-7.8,NA,NA,-4.2,NA,NA
RG11,2001-02-05,10:10,4.44,NA,17,NA,NA,NA,NA,NA,NA,RG11_20010205_1010,2000,0.01,0.005,0.01,0.04,NA,NA,NA,0.15,0.9,1.94,0.11,0.003,0.41,0.3571,0.001,0.05,NA,NA,NA,48,53.1,-10.1,NA,NA,-5.1,NA,NA
RG19,2001-02-05,10:00,4.46,NA,16,NA,NA,NA,NA,NA,NA,RG19_20010205_1000,2000,0.02,0.005,0.01,0.03,NA,NA,NA,0.14,0.85,1.82,0.09,0.003,NA,NA,NA,0.05,NA,NA,NA,45.4,49.5,-8.6,NA,NA,-4.1,NA,NA
RG22,2001-02-05,07:50,4.4,NA,17.1,NA,NA,NA,NA,NA,NA,RG22_20010205_0750,2000,0.02,0.005,0.01,0.07,NA,NA,NA,0.15,0.96,2.07,0.15,0.003,NA,NA,NA,0.05,NA,NA,NA,52.8,57.5,-8.5,NA,NA,-4.7,NA,NA
RG1,2001-02-12,13:40,4.49,NA,15.5,NA,NA,NA,NA,NA,NA,RG1_20010212_1340,2000,0.07,0.01,0.05,0.04,NA,NA,NA,0.15,1.33,1.43,0.1,0.005,NA,NA,NA,0.05,NA,NA,NA,48.4,53.5,-10,NA,NA,-5.1,NA,NA
RG11,2001-02-12,12:25,4.47,NA,16.3,NA,NA,NA,NA,NA,NA,RG11_20010212_1225,2000,0.08,0.01,0.03,0.04,NA,NA,NA,0.16,1.45,1.51,0.11,0.006,0.53,0.4336,0.001,0.05,NA,NA,NA,50.5,57.6,-13.1,NA,NA,-7.1,NA,NA
RG19,2001-02-12,15:20,4.38,NA,16.9,NA,NA,NA,NA,NA,NA,RG19_20010212_1520,2000,0.09,0.02,0.04,0.05,NA,NA,NA,0.17,1.58,1.74,0.13,0.004,NA,NA,NA,0.05,NA,NA,NA,60.4,64.5,-6.6,NA,NA,-4.1,NA,NA
RG22,2001-02-12,07:35,4.38,NA,18.9,NA,NA,NA,NA,NA,NA,RG22_20010212_0735,2000,0.09,0.01,0.02,0.05,NA,NA,NA,0.18,1.55,1.66,0.13,0.004,NA,NA,NA,0.05,NA,NA,NA,59.7,62.6,-4.7,NA,NA,-2.9,NA,NA
RG1,2001-02-19,14:45,4.26,NA,28.1,NA,NA,NA,NA,NA,NA,RG1_20010219_1445,2000,0.13,0.02,0.02,0.15,NA,NA,NA,0.37,1.92,3.55,0.25,0.003,NA,NA,NA,0.05,NA,NA,NA,92.3,104.1,-12,NA,NA,-11.8,NA,NA
RG11,2001-02-19,13:50,4.27,NA,27.1,NA,NA,NA,NA,NA,NA,RG11_20010219_1350,2000,0.13,0.02,0.03,0.16,NA,NA,NA,0.39,1.9,3.37,0.24,0.005,0.71,1.1599,0.1,0.05,NA,NA,NA,92.9,100.5,-7.9,NA,NA,-7.6,NA,NA
RG19,2001-02-19,12:50,4.29,NA,25.4,NA,NA,NA,NA,NA,NA,RG19_20010219_1250,2000,0.1,0.02,0.01,0.11,NA,NA,NA,0.3,1.56,3.14,0.18,0.005,NA,NA,NA,0.05,NA,NA,NA,79.6,88.1,-10.1,NA,NA,-8.5,NA,NA
RG22,2001-02-19,07:45,4.29,NA,25.5,NA,NA,NA,NA,NA,NA,RG22_20010219_0745,2000,0.13,0.02,0.02,0.19,NA,NA,NA,0.38,1.8,3.33,0.25,0.008,NA,NA,NA,0.05,NA,NA,NA,89.2,98.1,-9.5,NA,NA,-8.9,NA,NA
RG1,2001-02-27,09:25,4.47,NA,14.8,NA,NA,NA,NA,NA,NA,RG1_20010227_0925,2000,0.1,0.01,0.01,0.09,NA,NA,NA,0.2,1.15,2.18,0.16,0.005,NA,NA,NA,0.05,NA,NA,NA,55.4,63.5,-13.6,NA,NA,-8.1,NA,NA
RG11,2001-02-27,09:15,4.43,NA,13,NA,NA,NA,NA,NA,NA,RG11_20010227_0915,2000,0.11,0.01,0.01,0.08,NA,NA,NA,0.21,1.05,1.87,0.14,0.006,0.46,0.61240000000000006,0.03,0.05,NA,NA,NA,60.5,55.9,7.9,NA,NA,4.6,NA,NA
RG19,2001-02-27,08:55,4.51,NA,13.2,NA,NA,NA,NA,NA,NA,RG19_20010227_0855,2000,0.12,0.01,0.01,0.08,NA,NA,NA,0.19,1.11,1.81,0.16,0.006,NA,NA,NA,0.05,NA,NA,NA,52,56.7,-8.6,NA,NA,-4.7,NA,NA
RG22,2001-02-27,08:20,4.43,NA,15.8,NA,NA,NA,NA,NA,NA,RG22_20010227_0820,2000,0.12,0.02,0.01,0.12,NA,NA,NA,0.22,1.17,2.18,0.19,0.007,NA,NA,NA,0.05,NA,NA,NA,62.5,64.8,-3.6,NA,NA,-2.3,NA,NA
RG1,2001-03-07,07:30,4.95,NA,4.6,NA,NA,NA,NA,NA,NA,RG1_20010307_0730,2000,0.05,0.01,0.01,0.1,NA,NA,NA,0.04,0.21,0.63,0.17,0.005,NA,NA,NA,0.05,NA,NA,NA,21.8,19.3,12.2,NA,NA,2.5,NA,NA
RG11,2001-03-07,07:40,4.93,NA,4.9,NA,NA,NA,NA,NA,NA,RG11_20010307_0740,2000,0.04,0.01,0.01,0.09,NA,NA,NA,0.03,0.21,0.591,0.19,0.003,0.25,0.1074,0.001,0.05,NA,NA,NA,20.8,19.2,8,NA,NA,1.6,NA,NA
RG19,2001-03-07,09:25,4.91,NA,5.4,NA,NA,NA,NA,NA,NA,RG19_20010307_0925,2000,0.04,0.01,0.01,0.06,NA,NA,NA,0.03,0.23,0.6,0.11,0.004,NA,NA,NA,0.05,NA,NA,NA,19.6,17.5,11.3,NA,NA,2.1,NA,NA
RG22,2001-03-07,06:45,4.79,NA,6.5,NA,NA,NA,NA,NA,NA,RG22_20010307_0645,2000,0.07,0.01,0.01,0.21,NA,NA,NA,0.02,0.34,0.84,0.31,0.005,NA,NA,NA,0.05,NA,NA,NA,31,29.3,5.6,NA,NA,1.7,NA,NA
RG1,2001-03-12,10:25,4,NA,46.2,NA,NA,NA,NA,NA,NA,RG1_20010312_1025,2000,0.13,0.04,0.02,0.38,NA,NA,NA,0.24,1.97,6.29,0.59,0.003,NA,NA,NA,0.05,NA,NA,NA,141.8,158.9,-11.4,NA,NA,-17.1,NA,NA
RG11,2001-03-12,09:25,4.05,NA,41.4,NA,NA,NA,NA,NA,NA,RG11_20010312_0925,2000,0.11,0.04,0.02,0.34,NA,NA,NA,0.2,1.62,5.72,0.53,0.003,0.73,1.5578,0.11,0.05,NA,NA,NA,126,140.7,-11,NA,NA,-14.7,NA,NA
RG19,2001-03-12,09:30,4.09,NA,37.1,NA,NA,NA,NA,NA,NA,RG19_20010312_0930,2000,0.09,0.03,0.02,0.24,NA,NA,NA,0.17,1.31,4.95,0.47,0.005,NA,NA,NA,0.05,NA,NA,NA,108.6,120.2,-10.1,NA,NA,-11.6,NA,NA
RG22,2001-03-12,07:30,3.84,NA,64.9,NA,NA,NA,NA,969,NA,RG22_20010312_0730,2000,0.21,0.08,0.03,0.79,NA,NA,NA,0.33,2.69,9.62,1.06,0.005,NA,NA,NA,0.05,NA,NA,NA,215,240.7,-11.3,NA,NA,-25.7,NA,NA
RG1,2001-03-19,14:55,4.32,NA,21.8,NA,NA,NA,NA,NA,NA,RG1_20010319_1455,2000,0.11,0.02,0.02,0.09,NA,NA,NA,0.13,1.44,2.15,0.16,0.004,NA,NA,NA,0.05,NA,NA,NA,67.1,69.1,-2.9,NA,NA,-2,NA,NA
RG11,2001-03-19,14:15,4.36,NA,19.6,NA,NA,NA,NA,NA,NA,RG11_20010319_1415,2000,0.1,0.01,0.02,0.09,NA,NA,NA,0.13,1.25,2.01,0.16,0.007,0.58,0.542,0.001,0.2,NA,NA,NA,62.8,62.9,-0.2,NA,NA,-0.1,NA,NA
RG19,2001-03-19,13:05,4.41,NA,17.6,NA,NA,NA,NA,NA,NA,RG19_20010319_1305,2000,0.08,0.02,0.02,0.11,NA,NA,NA,0.11,1.25,1.73,0.14,0.003,NA,NA,NA,0.05,NA,NA,NA,55.9,57.8,-3.3,NA,NA,-1.9,NA,NA
RG22,2001-03-19,07:40,4.13,NA,33.2,NA,NA,NA,NA,NA,NA,RG22_20010319_0740,2000,0.15,0.02,0.02,0.14,NA,NA,NA,0.18,2.21,3.13,0.25,0.004,NA,NA,NA,0.1,NA,NA,NA,99.8,103.4,-3.5,NA,NA,-3.6,NA,NA
RG1,2001-03-26,10:45,4.99,NA,5.1,NA,NA,NA,NA,NA,NA,RG1_20010326_1045,2000,0.06,0.01,0.01,0.02,NA,NA,NA,0.06,0.41,0.37,0.04,0.004,NA,NA,NA,0.05,NA,NA,NA,18.9,15.6,19.1,NA,NA,3.3,NA,NA
RG11,2001-03-26,10:10,5.01,NA,5,NA,NA,NA,NA,NA,NA,RG11_20010326_1010,2000,0.07,0.01,0.03,0.02,NA,NA,NA,0.06,0.42,0.4,0.04,0.004,0.35,0.0754,0.001,0.05,NA,NA,NA,19.5,16.3,17.9,NA,NA,3.2,NA,NA
RG19,2001-03-26,09:05,5.06,NA,4.4,NA,NA,NA,NA,NA,NA,RG19_20010326_0905,2000,0.04,0.01,0.01,0.02,NA,NA,NA,0.05,0.36,0.31,0.04,0.002,NA,NA,NA,0.05,NA,NA,NA,15.4,13.6,12.4,NA,NA,1.8,NA,NA
RG22,2001-03-26,07:55,4.99,NA,5,NA,NA,NA,NA,NA,NA,RG22_20010326_0755,2000,0.04,0.005,0.01,0.03,NA,NA,NA,0.04,0.37,0.29,0.04,5e-4,NA,NA,NA,0.05,NA,NA,NA,16.4,13.5,19.4,NA,NA,2.9,NA,NA
RG1,2001-04-02,10:40,4.78,NA,8,NA,NA,NA,NA,NA,NA,RG1_20010402_1040,2000,0.05,0.01,0.01,0.05,NA,NA,NA,0.06,0.37,1.06,0.07,0.002,NA,NA,NA,0.05,NA,NA,NA,26.1,26.7,-2.3,NA,NA,-0.6,NA,NA
RG11,2001-04-02,09:40,4.8,NA,7.8,NA,NA,NA,NA,NA,NA,RG11_20010402_0940,2000,0.05,0.01,0.01,0.04,NA,NA,NA,0.05,0.36,1.03,0.07,0.003,0.25,0.2238,0.001,0.1,NA,NA,NA,24.4,26,-6.3,NA,NA,-1.6,NA,NA
RG19,2001-04-02,08:40,4.81,NA,7.5,NA,NA,NA,NA,NA,NA,RG19_20010402_0840,2000,0.03,0.01,0.01,0.04,NA,NA,NA,0.06,0.42,0.94,0.05,0.002,NA,NA,NA,0.05,NA,NA,NA,23.1,25.3,-9.1,NA,NA,-2.2,NA,NA
RG22,2001-04-02,07:15,4.6,NA,11.2,NA,NA,NA,NA,NA,NA,RG22_20010402_0715,2000,0.05,0.01,0.01,0.08,NA,NA,NA,0.05,0.42,1.49,0.14,0.002,NA,NA,NA,0.05,NA,NA,NA,34.9,36.7,-5,NA,NA,-1.8,NA,NA
RG1,2001-04-09,08:55,4.03,NA,46,NA,NA,NA,NA,NA,NA,RG1_20010409_0855,2000,0.59,0.07,0.05,0.13,NA,NA,NA,0.57,4.69,4.29,0.27,0.01,NA,NA,NA,0.3,NA,NA,NA,169.6,174.2,-2.7,NA,NA,-4.6,NA,NA
RG11,2001-04-09,08:10,4.03,NA,45.5,NA,NA,NA,NA,NA,NA,RG11_20010409_0810,2000,0.59,0.06,0.05,0.12,NA,NA,NA,0.6,4.81,4.18,0.27,0.008,1.43,1.6253,0.21,0.2,NA,NA,NA,170,175,-2.9,NA,NA,-5,NA,NA
RG19,2001-04-09,07:20,4.1,NA,40.5,NA,NA,NA,NA,NA,NA,RG19_20010409_0720,2000,0.63,0.05,0.05,0.12,NA,NA,NA,0.67,4.75,3.63,0.24,0.009,NA,NA,NA,0.2,NA,NA,NA,158.6,164,-3.3,NA,NA,-5.4,NA,NA
RG22,2001-04-09,09:35,3.93,NA,56.3,NA,NA,NA,NA,NA,NA,RG22_20010409_0935,2000,0.94,0.12,0.08,0.18,NA,NA,NA,0.78,6.18,5.84,0.4,0.042,NA,NA,NA,0.6,NA,NA,NA,227.4,233.8,-2.8,NA,NA,-6.4,NA,NA
RG1,2001-04-16,09:05,4.32,NA,22.9,NA,NA,NA,NA,NA,NA,RG1_20010416_0905,2000,0.13,0.02,0.03,0.08,NA,NA,NA,0.35,2.4,1.43,0.12,0.006,NA,NA,NA,0.05,NA,NA,NA,81.3,76.3,6.3,NA,NA,5,NA,NA
RG11,2001-04-16,08:20,4.32,NA,23.8,NA,NA,NA,NA,NA,NA,RG11_20010416_0820,2000,0.14,0.02,0.03,0.08,NA,NA,NA,0.37,2.5,1.49,0.12,0.008,1.12,0.7165,0.09,0.05,NA,NA,NA,83.8,79.4,5.4,NA,NA,4.4,NA,NA
RG19,2001-04-16,06:55,4.31,NA,23.2,NA,NA,NA,NA,NA,NA,RG19_20010416_0655,2000,0.11,0.02,0.04,0.07,NA,NA,NA,0.38,2.49,1.39,0.13,0.006,NA,NA,NA,0.05,NA,NA,NA,81.2,77.8,4.3,NA,NA,3.4,NA,NA
RG22,2001-04-16,09:40,4.31,NA,23.1,NA,NA,NA,NA,NA,NA,RG22_20010416_0940,2000,0.12,0.02,0.03,0.07,NA,NA,NA,0.36,2.45,1.41,0.12,0.004,NA,NA,NA,0.05,NA,NA,NA,80.4,77,4.3,NA,NA,3.4,NA,NA
RG1,2001-04-23,13:25,4.1,NA,53.5,NA,NA,NA,NA,955,NA,RG1_20010423_1325,2000,1.65,0.3,0.16,0.56,NA,NA,NA,0.92,6.13,7.79,0.56,0.018,NA,NA,NA,0.2,NA,NA,NA,273.5,268.7,1.8,NA,NA,4.8,NA,NA
RG11,2001-04-23,12:35,4.07,NA,58,NA,NA,NA,NA,955,NA,RG11_20010423_1235,2000,1.79,0.35,0.17,0.59,NA,NA,NA,0.88,6.71,8.33,0.58,0.027,NA,NA,NA,0.4,NA,NA,NA,289.7,290,-0.1,NA,NA,-0.3,NA,NA
RG19,2001-04-23,06:30,4.33,NA,32.5,NA,NA,NA,NA,955,NA,RG19_20010423_0630,2000,1.14,0.19,0.12,0.24,NA,NA,NA,0.56,4.14,4,0.31,0.02,NA,NA,NA,0.2,NA,NA,NA,163.8,159.3,2.8,NA,NA,4.5,NA,NA
RG22,2001-04-23,06:30,4,NA,78.6,NA,NA,NA,NA,955,NA,RG22_20010423_0630,2000,2.76,0.47,0.5,NA,NA,NA,NA,1.85,9.52,12.8,1.16,NA,NA,NA,NA,0.2,NA,NA,NA,NA,436.8,NA,NA,NA,NA,NA,NA
RG1,2001-05-14,09:50,4.3,NA,25.7,NA,NA,NA,NA,969,NA,RG1_20010514_0950,2000,0.43,0.14,0.61,0.07,NA,NA,NA,0.56,2.71,1.89,0.2,0.09,NA,NA,NA,0.1,NA,NA,NA,139.6,92.4,40.7,NA,NA,47.2,NA,NA
RG11,2001-05-14,09:10,4.23,NA,29.7,NA,NA,NA,NA,955,NA,RG11_20010514_0910,2000,NA,NA,0.27,0.05,NA,NA,NA,0.95,NA,NA,NA,0.031,3.47,1.3959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RG19,2001-05-14,08:30,4.32,NA,24.6,NA,NA,NA,NA,NA,NA,RG19_20010514_0830,2000,0.34,0.07,0.13,0.05,NA,NA,NA,0.61,2.63,1.75,0.12,0.022,NA,NA,NA,0.1,NA,NA,NA,109.9,86.3,24.1,NA,NA,23.6,NA,NA
RG22,2001-05-14,06:40,4.15,NA,30,NA,NA,NA,NA,NA,NA,RG22_20010514_0640,2000,0.28,0.06,0.15,0.06,NA,NA,NA,0.31,1.78,1.02,0.17,0.029,NA,NA,NA,0.05,NA,NA,NA,113.3,58.2,64.3,NA,NA,55.1,NA,NA
RG1,2001-05-21,10:45,3.66,NA,101.4,NA,NA,NA,NA,955,NA,RG1_20010521_1045,2000,0.49,0.13,0.21,0.39,NA,NA,NA,1.74,11.4,9.39,0.32,0.026,NA,NA,NA,0.2,NA,NA,NA,379.5,397.3,-4.6,NA,NA,-17.8,NA,NA
RG11,2001-05-21,10:10,3.77,NA,81.7,NA,NA,NA,NA,955,NA,RG11_20010521_1010,2000,0.53,0.19,0.75,0.38,NA,NA,NA,1.14,9.24,7.71,0.39,0.029,NA,NA,NA,0.2,NA,NA,NA,320.2,327.3,-2.2,NA,NA,-7.1,NA,NA
